X,Y,month,day,FFMC,DMC,DC,ISI,temp,humidity,wind,rain,area
3.593190800267134,4.389062616725374,aug,thu,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0.0
0.6906788156513152,2.982775985410975,aug,fri,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0
2.2947454541226247,2.889172222010299,aug,fri,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,43.32
6.081449867621548,6.736086617267541,aug,sat,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,8.59
5.856067528654135,5.014540162332099,aug,mon,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0
4.06095053881956,4.856795005316578,aug,mon,96.2,175.5,661.8,16.8,32.6,26,3.1,0.0,2.77
3.0322641610323284,4.357130012356467,aug,tue,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,14.68
6.099378808255343,4.894329437269986,aug,tue,96.1,181.1,671.2,14.3,33.3,26,2.7,0.0,40.54
6.123011934759772,5.381476345496277,aug,tue,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82
7.873676363267552,6.395217064819646,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0
7.268805254273756,4.818811912649531,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0
3.8691659103549925,4.102167014776352,aug,tue,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0.0
2.400678389334806,4.31903808984938,aug,wed,94.5,139.4,689.1,20.0,29.2,30,4.9,0.0,1.95
3.78238778089916,2.0549246449838874,aug,wed,94.5,139.4,689.1,20.0,28.9,29,4.9,0.0,49.59
2.0058721506064208,1.920774913126833,aug,thu,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,5.8
0.5518962946976566,0.8520376562742598,aug,fri,91.0,166.9,752.6,7.1,18.5,73,8.5,0.0,0.0
2.2908898948707663,4.256784201590446,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0
1.4070672854423174,2.4402323360152445,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0
4.522999852851492,4.532242515973461,aug,fri,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17
6.645195769938284,4.557560291214572,aug,fri,91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,0.43
7.377940723905586,6.1780999971678705,aug,sun,81.6,56.7,665.6,1.9,27.8,35,2.7,0.0,0.0
3.420320946221559,3.085631816021782,aug,sun,81.6,56.7,665.6,1.9,27.8,32,2.7,0.0,6.44
1.6509997759845736,4.152491001939991,aug,sun,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,54.29
7.309072578962461,3.3804495811137527,aug,sun,81.6,56.7,665.6,1.9,21.2,70,6.7,0.0,11.16
0.6562198536458113,4.338166031665702,aug,sat,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0
5.968273554051369,3.340511853711857,nov,tue,79.5,3.0,106.7,1.1,11.8,31,4.5,0.0,0.0
